"LotFrontage","LotArea","OverallQual","YearBuilt","MasVnrArea","ExterQual","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","Fence","MSZoning_data[[col]]RL","MSZoning_data[[col]]RM","LotShape_data[[col]]IR1","LotShape_data[[col]]IR2","LotShape_data[[col]]Reg","LandContour_data[[col]]HLS","LotConfig_data[[col]]CulDSac","Neighborhood_data[[col]]BrkSide","Neighborhood_data[[col]]Edwards","Neighborhood_data[[col]]IDOTRR","Neighborhood_data[[col]]NAmes","Neighborhood_data[[col]]NoRidge","Neighborhood_data[[col]]NridgHt","Neighborhood_data[[col]]OldTown","Neighborhood_data[[col]]Sawyer","Neighborhood_data[[col]]Somerst","Neighborhood_data[[col]]StoneBr","Neighborhood_data[[col]]Timber","BldgType_data[[col]]1Fam","HouseStyle_data[[col]]1.5Fin","HouseStyle_data[[col]]2Story","RoofStyle_data[[col]]Gable","RoofStyle_data[[col]]Hip","RoofMatl_data[[col]]WdShngl","Electrical_data[[col]]FuseA","Electrical_data[[col]]FuseF","Electrical_data[[col]]SBrkr","GarageType_data[[col]]0","GarageType_data[[col]]Attchd","GarageType_data[[col]]BuiltIn","GarageType_data[[col]]Detchd","SaleType_data[[col]]New","SaleType_data[[col]]WD","SaleCondition_data[[col]]Normal","SaleCondition_data[[col]]Partial","Exterior1st_data[[col]]CemntBd","Exterior1st_data[[col]]MetalSd","Exterior1st_data[[col]]VinylSd","Exterior1st_data[[col]]Wd Sdng","Exterior2nd_data[[col]]CmentBd","Exterior2nd_data[[col]]MetalSd","Exterior2nd_data[[col]]VinylSd","Exterior2nd_data[[col]]Wd Sdng","Foundation_data[[col]]BrkTil","Foundation_data[[col]]CBlock","Foundation_data[[col]]PConc","MasVnrType_data[[col]]BrkFace","MasVnrType_data[[col]]None","MasVnrType_data[[col]]Stone"
0.20205479,0.0387950174,7,54,0.105,3,3,3,1,1,0,0.498287671,0.19050736,3,1,0.190454337,0,0.15636775,0,1,1,3,1,3,6,0,54,1,2,0.3723554,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.20890411,0.0520601089,8,17,0.29125,5,5,4,1,1,0,0.528253425,0.20196399,5,1,0.213400642,0.63535109,0.42238131,0,2,1,4,1,5,10,1,17,3,3,0.4696756,3,3,0.37806301,0.182815356,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.18835616,0.0295870434,5,123,0,3,4,3,1,1,0,0.154109589,0.0589198,4,1,0.160165213,0.37772397,0.27844763,0,2,0,4,2,4,8,1,24,1,2,0.4739069,3,1,0.40140023,0,0.07246377,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
0.16780822,0.0331860992,7,19,0.068125,4,4,3,3,6,0.1261516655,0.325770548,0.2410802,5,1,0.263882515,0,0.21665411,1,2,0,3,1,4,7,0,19,2,2,0.4273625,3,3,0,0.063985375,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.16780822,0.0200986235,4,93,0,2,0,0,0,0,0,0,0,2,0,0.008719596,0.34866828,0.14280332,0,2,0,3,2,2,7,0,43,1,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.16438356,0.5321414382,7,52,0.219375,3,4,3,4,6,0.2159815734,0.181506849,0.26890344,3,1,0.341899954,0,0.28070836,1,2,0,2,1,4,5,2,52,1,2,0.5211566,3,3,0.44340723,0.087751371,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.09246575,0.0230900465,8,17,0.11,4,4,3,1,6,0.1529057406,0.19734589,0.21669394,5,1,0.227168426,0,0.18651093,1,2,0,2,1,4,6,1,17,3,2,0.3878702,3,3,0.22403734,0.069469835,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
0.15068493,0.0360746921,7,16,0,4,4,3,3,1,0,0.311643836,0.11914894,5,1,0.090408444,0.35254237,0.21137905,0,2,1,3,1,4,8,1,16,3,2,0.2820874,3,3,0.11668611,0.043875686,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.16438356,0.0273995653,5,57,0.025625,3,3,3,1,1,0,0.375,0.14337152,3,1,0.130793942,0,0.10738508,0,1,0,3,1,3,6,0,57,1,1,0.2877292,3,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.11986301,0.0132276987,3,88,0,4,3,3,1,1,0,0.115582192,0.04418985,4,1,0.090637907,0,0.07441598,0,1,0,2,1,3,5,0,43,1,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.15410959,0.034644418,4,123,0,3,3,3,2,1,0,0.367722603,0.1405892,4,1,0.120468105,0.15447942,0.15900528,0,1,0,2,1,3,7,0,59,2,1,0.2708039,3,1,0.07934656,0,0.17753623,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0.06506849,0.015756386,8,35,0,4,4,3,2,6,0.1358965273,0.19734589,0.200982,4,1,0.205139972,0,0.16842502,1,2,0,2,1,4,5,1,35,3,2,0.3328632,3,3,0.19603267,0.219378428,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.13356164,0.0400710463,4,53,0.1,3,3,3,3,5,0.139794472,0.073202055,0.15711948,3,0,0.143643873,0,0.11793519,1,1,0,3,1,3,6,0,53,1,2,0.4062059,3,3,0,0.526508227,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.16438356,0.0571034612,6,47,0.180625,4,3,3,1,6,0.0944365698,0.082191781,0.11865794,5,1,0.089720055,0.36513317,0.21571213,0,2,1,3,1,4,6,0,47,2,2,0.3349788,3,3,0,0.080438757,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.19520548,0.0413190306,6,49,0.10875,3,4,3,1,1,0,0.455479452,0.17414075,3,1,0.233134465,0,0.19140919,0,2,0,3,1,3,7,1,49,2,2,0.3370945,3,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.13356164,0.0444039356,7,133,0,3,3,3,1,1,0,0.307363014,0.11751227,5,1,0.284993116,0.47360775,0.41823662,0,1,1,3,1,3,8,0,27,1,2,0.4964739,3,2,0,0.087751371,0.25905797,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
0.20205479,0.0406646568,5,50,0,3,4,3,1,4,0.1920623671,0.039383562,0.19247136,4,1,0.19366682,0,0.15900528,0,1,1,3,1,4,5,1,50,1,2,0.309591,3,3,0.2613769,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.25684932,0.0431980182,7,30,0.406875,4,4,3,4,6,0.2078313253,0.059075342,0.21456628,5,1,0.227397889,0.52929782,0.39261492,1,2,1,3,1,4,9,1,30,2,3,0.6932299,3,3,0.29171529,0.281535649,0.39130435,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0.16438356,0.0402907289,5,54,0,3,4,3,4,5,0.0926647768,0.191780822,0.1589198,3,1,0.146167967,0,0.12000754,0,1,1,3,1,3,5,1,54,1,1,0.2115656,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.16438356,0.0245997803,8,38,0,4,4,3,4,6,0.2034018427,0.254280822,0.28510638,3,1,0.323083983,0,0.26525998,1,2,0,2,1,4,5,1,38,2,2,0.3977433,3,3,0.13302217,0.0511883,0.42391304,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.16438356,0.0146112319,6,19,0.105625,4,4,3,3,6,0.1172927002,0.079623288,0.13878887,5,1,0.117944011,0,0.09683497,1,1,0,1,1,4,3,0,19,2,2,0.2961918,3,3,0.18669778,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.16780822,0.0318773517,4,53,0,3,3,3,1,5,0.0338412473,0.288099315,0.14140753,5,1,0.12161542,0,0.09984928,0,1,0,3,1,3,5,0,29,1,2,0.3265162,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0.13356164,0.0321204048,4,69,0,3,3,3,1,1,0,0.402825342,0.15400982,5,1,0.152134006,0.22905569,0.21401658,0,2,0,4,1,3,7,0,65,1,1,0.3864598,3,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0.22260274,0.0560237444,9,16,0.2125,5,5,3,1,6,0.2186392629,0.198630137,0.27790507,5,1,0.312987609,0,0.25697061,1,2,0,3,1,5,8,1,16,3,3,0.5416079,3,3,0.38156359,0.117001828,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0.13356164,0.0264553974,4,53,0,3,3,3,1,5,0.0664422395,0.107020548,0.14140753,3,1,0.12161542,0,0.09984928,0,1,0,3,1,4,5,0,34,1,2,0.4654443,3,3,0.11201867,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.16438356,0.0953282386,6,35,0.1625,4,4,3,1,6,0.1431608788,0.030821918,0.14402619,5,1,0.308857274,0,0.2535795,1,2,0,3,1,4,5,1,35,3,2,0.3808181,3,3,0.34072345,0.080438757,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0.14726027,0.0281100283,7,16,0.05125,4,4,3,3,6,0.1282778172,0.217465753,0.20163666,5,1,0.206057825,0,0.1691786,1,2,0,2,1,4,6,0,16,2,2,0.4456982,3,3,0.15402567,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0.21917808,0.0475589521,5,65,0.059375,3,3,3,1,1,0,0.678082192,0.25924714,3,1,0.330885727,0,0.27166541,1,2,0,4,2,3,9,0,55,1,3,0.6262341,3,3,0,0.045703839,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0.10616438,0.0230900465,4,98,0,3,3,3,1,4,0.0269312544,0.268835616,0.12765957,3,1,0.117944011,0,0.16465712,0,1,0,2,1,3,5,0,61,1,2,0.3801128,3,3,0,0.042047532,0.20289855,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0.06164384,0.0191123887,8,28,0,4,4,3,1,6,0.2090715804,0.17765411,0.26104746,5,1,0.294171638,0,0.24152223,1,2,0,2,1,4,5,1,28,2,2,0.4287729,3,3,0.27654609,0.277879342,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
0.17808219,0.0387482764,7,20,0.27625,4,5,3,3,6,0.1392629341,0.03510274,0.14206219,5,1,0.186324002,0,0.15297664,1,2,0,3,1,4,6,1,20,3,2,0.3088858,3,3,0.18669778,0.040219378,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.18493151,0.0472270911,7,25,0.12625,4,4,3,3,5,0.044649185,0.385702055,0.18870704,5,1,0.187930243,0.4251816,0.3197061,0,2,1,3,1,4,8,1,25,3,2,0.3815233,3,3,0.22403734,0.153564899,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.20205479,0.0406646568,5,62,0,3,3,3,1,4,0.1052445074,0.115582192,0.14140753,5,1,0.185865076,0,0.15259985,1,1,0,3,1,3,6,1,62,2,1,0.1861777,3,3,0.19253209,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.16438356,0.0358877282,5,55,0,3,3,3,1,1,0,0.405821918,0.15515548,3,1,0.140890317,0,0.11567445,0,1,0,3,1,3,6,0,55,1,1,0.2115656,3,3,0.17152859,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.13356164,0.0444039356,7,109,0,3,4,3,2,3,0.0690999291,0.209760274,0.14402619,2,0,0.125286829,0.43002421,0.27015825,0,1,1,2,1,3,6,2,109,1,2,0.22567,3,1,0,0.623400366,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
0.13356164,0.0338591694,3,73,0,3,0,0,0,0,0,0,0,4,0,0.162000918,0,0.13300678,0,2,0,2,2,3,6,0,74,1,2,0.2820874,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.17465753,0.0428287644,8,18,0,4,4,3,1,1,0,0.382277397,0.14615385,5,1,0.130105553,0.43583535,0.27637528,0,2,1,3,1,4,8,1,18,3,3,0.5641749,3,3,0,0.212065814,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.13356164,0.0444039356,5,36,0,3,4,4,4,6,0.2126151665,0,0.19639935,3,1,0.198715007,0,0.16314996,3,3,0,3,1,3,5,0,43,1,0,0,3,3,0.14002334,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.15068493,0.0374535511,7,19,0,4,4,3,1,1,0,0.369863014,0.14140753,5,1,0.12161542,0.41840194,0.26262246,0,2,1,3,1,4,7,0,19,2,2,0.403385,3,3,0.21820303,0.1023766,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.13356164,0.0387950174,5,113,0,3,2,2,1,1,0,0.113013699,0.04320786,5,1,0.099586966,0.32154964,0.20685757,0,2,0,2,1,3,7,0,113,1,2,0.2538787,3,3,0.31505251,0,0.20289855,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.15068493,0.0255579705,6,62,0,3,3,3,2,6,0.1474131821,0.034246575,0.1492635,4,1,0.132629647,0,0.10889224,1,1,0,3,1,4,5,0,61,1,1,0.203103,3,3,0.19603267,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.15068493,0.0334198042,7,23,0.0675,3,4,3,1,1,0,0.577482877,0.2207856,5,1,0.232905002,0,0.1912208,0,2,0,3,1,3,6,0,23,1,2,0.3801128,3,3,0.14002334,0.100548446,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.16780822,0.054154105,5,60,0,3,4,3,3,5,0.0786676116,0.032534247,0.08510638,5,1,0.259293254,0,0.21288621,0,2,0,3,1,3,6,1,26,2,2,0.3385049,3,3,0.35239207,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.06849315,0.0191404333,8,30,0,4,4,3,1,6,0.1298724309,0.258561644,0.2188216,4,1,0.230151446,0,0.18896006,1,2,0,2,1,4,5,1,30,2,2,0.325811,3,3,0.11201867,0,0.12681159,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.16438356,0.0358176167,8,47,0.180625,5,3,4,1,6,0.1018781006,0.208476027,0.18690671,5,1,0.19297843,0.74576271,0.4485682,0,3,1,4,1,4,11,2,29,3,2,0.5860367,3,3,0,0.372943327,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0.16438356,0.0350323681,7,23,0,4,4,3,1,6,0.0531537916,0.279109589,0.15581015,5,1,0.148233134,0.61791768,0.36209495,0,2,1,4,1,4,8,1,23,3,2,0.3906911,3,3,0.2613769,0.098720293,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.15068493,0.0486106242,7,143,0,4,3,2,1,1,0,0.530821918,0.20294599,3,0,0.226250574,0.63922518,0.43443858,0,1,1,4,1,4,8,1,73,1,4,0.6093089,3,1,0.21120187,0,0.69927536,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.13013699,0.0434363972,7,27,0.21125,4,4,3,1,6,0.1628277817,0.342893836,0.28150573,5,1,0.318035796,0,0.2611153,1,2,0,3,1,4,7,1,27,3,2,0.3716502,3,3,0.28004667,0.1023766,0.27898551,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.09931507,0.0332094697,4,78,0,3,0,0,0,0,0,0,0,3,0,0.173015145,0.21355932,0.22513188,0,2,0,4,1,3,9,0,78,1,1,0.1692525,3,1,0.10735123,0,0.33514493,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.11643836,0.0350557386,4,113,0,3,3,2,1,1,0,0.246575342,0.09427169,4,1,0.10509408,0.168523,0.15184627,0,1,0,3,1,3,7,0,43,1,0,0,3,1,0,0.29250457,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
0.16438356,0.0301479352,7,20,0,4,4,3,1,1,0,0.282534247,0.10801964,5,1,0.074804956,0.31961259,0.18575735,0,2,1,3,1,4,6,0,20,3,2,0.2820874,3,3,0,0.087751371,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.19863014,0.0370936456,6,26,0,3,4,3,4,6,0.2126151665,0.119434932,0.24206219,5,1,0.266177145,0,0.21853806,1,2,0,3,1,4,6,0,26,2,2,0.4062059,3,3,0.19603267,0.049360146,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.20205479,0.0417864404,8,18,0.11125,4,4,3,2,1,0,0.440924658,0.1685761,4,1,0.161541992,0.51331719,0.33232856,0,2,1,3,1,5,8,1,18,2,3,0.6191819,3,3,0.22403734,0.095063985,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.1369863,0.0309892729,6,54,0,3,3,3,1,6,0.0777817151,0.049229452,0.16792144,4,1,0.158788435,0,0.13036925,1,1,0,3,1,4,5,0,54,2,2,0.3102962,3,3,0.19953326,0.087751371,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.04452055,0.0090210101,6,24,0.55875,3,4,3,1,6,0.0675053154,0.148972603,0.1193126,4,1,0.093620927,0.35302663,0.21420497,0,2,1,3,1,3,6,0,24,1,2,0.3102962,3,3,0,0.043875686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
0.1609589,0.0442590385,8,16,0,4,4,3,3,6,0.0035435861,0.362157534,0.14173486,5,1,0.122074346,0.43680387,0.27015825,0,2,1,3,1,4,7,0,16,2,2,0.4076164,3,3,0.168028,0.191956124,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0.16438356,0.048218,6,45,0.205,3,3,3,2,3,0.0776045358,0.100171233,0.10998363,3,1,0.077558513,0.34576271,0.19819141,0,2,1,3,1,3,6,1,45,3,2,0.3102962,3,3,0.39089848,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.01027397,0.0045806165,7,24,0.225,3,4,3,1,5,0.0972714387,0.083476027,0.12176759,4,1,0.097062873,0.36029056,0.21985682,0,2,1,3,1,3,6,0,24,1,2,0.3102962,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
0.15068493,0.0512140971,8,28,0.320625,4,4,3,3,2,0.0099220411,0.512842466,0.21571195,5,1,0.228086278,0.58256659,0.41390354,0,2,1,4,1,4,9,1,28,2,3,0.5303244,3,3,0.25904317,0.179159049,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0.16780822,0.0364579682,6,64,0,3,3,3,1,3,0.1084337349,0.107876712,0.14140753,5,1,0.12161542,0,0.09984928,0,1,0,2,1,3,5,0,15,1,1,0.2115656,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0.13356164,0.0262263666,5,99,0,3,3,3,2,2,0.0717576187,0.316780822,0.18739771,3,1,0.221890776,0,0.18217784,0,1,0,2,1,2,5,0,58,1,2,0.3102962,3,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
